   0.0000000,  -0.0000017
   0.5820674,   0.0000075
   1.1641349,  -0.0000055
   1.7462023,   0.0000958
   2.3282697,   0.0007510
   2.9103374,   0.0017544
   3.4924047,   0.0012498
   4.0744724,   0.0006760
   4.6565394,   0.0004476
   5.2386074,   0.0002373
   5.8206749,   0.0001456
   6.4027424,   0.0000980
   6.9848094,   0.0000667
   7.5668774,   0.0000411
   8.1489449,   0.0000282
   8.7310114,   0.0000180
   9.3130789,   0.0000151
   9.8951464,   0.0000102
  10.4772148,   0.0000102
  11.0592813,   0.0000071
  11.6413498,   0.0000051
  12.2234173,   0.0000015
  12.8054848,   0.0000008
  13.3875513,  -0.0000001
  13.9696188,   0.0000005
  14.5516863,  -0.0000002
  15.1337547,   0.0000004
  15.7158213,  -0.0000002
  16.2978897,   0.0000004
  16.8799553,  -0.0000002
  17.4620228,   0.0000003
  18.0440922,  -0.0000002
  18.6261578,   0.0000003
  19.2082272,  -0.0000002
  19.7902927,   0.0000003
  20.3723621,  -0.0000002
  20.9544296,   0.0000003
  21.5364971,  -0.0000002
  22.1185627,   0.0000002
  22.7006302,  -0.0000001
  23.2826996,   0.0000002
  23.8647652,  -0.0000001
  24.4468346,   0.0000002
  25.0289001,  -0.0000001
  25.6109695,   0.0000002
  26.1930370,  -0.0000001
  26.7751026,   0.0000002
  27.3571701,  -0.0000001
  27.9392376,   0.0000002
  28.5213070,  -0.0000001
  29.1033726,   0.0000002
  29.6854420,  -0.0000001
  30.2675095,   0.0000002
  30.8495750,  -0.0000001
  31.4316425,   0.0000003
